time,block_id,x,y,z,isLocked,isHeld
239.9999,Block0,7.1579,-49.0000,-8.1542,0,0
239.9999,Block1,-8.1493,-49.0000,-3.9587,0,0
239.9999,Block2,6.2986,-49.0000,-2.3826,0,0240.0199,Block0,-3.9512,-29.0000,-3.4630240.0199,Block0,-4.8033,-9.0000,7.1885,0,0
240.0199,Block1,3.8642,-9.0000,4.4273,0,0
240.0199240.0399,Block0,-3.9512,-29.0000,-3.4630,0,0
240.0399,Block1,2.1242,-29.0000,-2240.0399,Block0,-4.8033,-9.0000,7.1885,0,0
240.0399,Bl240.0599,Block0,-3.9512,-29.0000,-3.4630,0,0
240.0599,Block1,2.1242,-29.0000,-2.0757,0,0
240.0599,Block2,6.6160,-29.00240.0599,Block0240.0799,Block0,-3.9512,-29.0000,-3.4630,0,0
240.0799,Block1,2.1242,-29.0000,-2.0757,0,0
240.0799,Block2,6.6160,-29.0000,6.6146,0,0
240.0999,Block0,-3.9512,-29.0000,-3.4630,0,0
240.0999,Block1,2.1242,-29.0000,-2.0757,0,0
240.0999,Block2,6.6160,-29.0000,6.6146,0,0
240.1199,Block0,-3.9512,-29.0000,-3.4630,0,0
240.1199,Block1,2.1242,-29.0000,-2.0757,0,0
240.1199,Block2,6.6160,-29.0000,6.6146,0,0
240.1399,Block0,-3.9512,-29.0000,-3.4630,0,0
240.1399,Block1,2.1242,-29.0000,-2.0757,0,0
240.1399,Block2,6.6160,-29.0000,6.6146,0,0
240.1599,Block0,-3.9512,-29.0000,-3.4630,0,0
240.1599,Block1,2.1242,-29.0000,-2.0757,0,0
240.1599,Block2,6.6160,-29.0000,6.6146,0,0
240.1799,Block0,-3.9512,-29.0000,-3.4630,0,0
240.1799,Block1,2.1242,-29.0000,-2.0757,0,0
240.1799,Block2,6.6160,-29.0000,6.6146,0,0
240.1999,Block0,-3.9512,-29.0000,-3.4630,0,0
240.1999,Block1,2.1242,-29.0000,-2.0757,0,0
240.1999,Block2,6.6160,-29.0000,6.6146,0,0
240.2199,Block0,-3.9512,-29.0000,-3.4630,0,0
240.2199,Block1,2.1242,-29.0000,-2.0757,0,0
240.2199,Block2,6.6160,-29.0000,6.6146,0,0
240.2399,Block0,-3.9512,-29.0000,-3.4630,0,0
240.2399,Block1,2.1242,-29.0000,-2.0757,0,0
240.2399,Block2,6.6160,-29.0000,6.6146,0,0
240.2599,Block0,-3.9512,-29.0000,-3.4630,0,0
240.2599,Block1,2.1242,-29.0000,-2.0757,0,0
240.2599,Block2,6.6160,-29.0000,6.6146,0,0
240.2799,Block0,-3.9512,-29.0000,-3.4630,0,0
240.2799,Block1,2.1242,-29.0000,-2.0757,0,0
240.2799,Block2,6.6160,-29.0000,6.6146,0,0
240.2999,Block0,-3.9512,-29.0000,-3.4630,0,0
240.2999,Block1,2.1242,-29.0000,-2.0757,0,0
240.2999,Block2,6.6160,-29.0000,6.6146,0,0
240.3199,Block0,-3.9512,-29.0000,-3.4630,0,0
240.3199,Block1,2.1242,-29.0000,-2.0757,0,0
240.3199,Block2,6.6160,-29.0000,6.6146,0,0
240.3399,Block0,-3.9512,-29.0000,-3.4630,0,0
240.3399,Block1,2.1242,-29.0000,-2.0757,0,0
240.3399,Block2,6.6160,-29.0000,6.6146,0,0
240.3599,Block0,-3.9512,-29.0000,-3.4630,0,0
240.3599,Block1,2.1242,-29.0000,-2.0757,0,0
240.3599,Block2,6.6160,-29.0000,6.6146,0,0
240.3799,Block0,-3.9512,-29.0000,-3.4630,0,0
240.3799,Block1,2.1242,-29.0000,-2.0757,0,0
240.3799,Block2,6.6160,-29.0000,6.6146,0,0
240.3999,Block0,-3.9512,-29.0000,-3.4630,0,0
240.3999,Block1,2.1242,-29.0000,-2.0757,0,0
240.3999,Block2,6.6160,-29.0000,6.6146,0,0
240.4199,Block0,-3.9512,-29.0000,-3.4630,0,0
240.4199,Block1,2.1242,-29.0000,-2.0757,0,0
240.4199,Block2,6.6160,-29.0000,6.6146,0,0
240.4399,Block0,-3.9512,-29.0000,-3.4630,0,0
240.4399,Block1,2.1242,-29.0000,-2.0757,0,0
240.4399,Block2,6.6160,-29.0000,6.6146,0,0
240.4599,Block0,-3.9512,-29.0000,-3.4630,0,0
240.4599,Block1,2.1242,-29.0000,-2.0757,0,0
240.4599,Block2,6.6160,-29.0000,6.6146,0,0
240.4799,Block0,-3.9512,-29.0000,-3.4630,0,0
240.4799,Block1,2.1242,-29.0000,-2.0757,0,0
240.4799,Block2,6.6160,-29.0000,6.6146,0,0
240.4999,Block0,-3.9512,-29.0000,-3.4630,0,0
240.4999,Block1,2.1242,-29.0000,-2.0757,0,0
240.4999,Block2,6.6160,-29.0000,6.6146,0,0
240.5199,Block0,-3.9512,-29.0000,-3.4630,0,0
240.5199,Block1,2.1242,-29.0000,-2.0757,0,0
240.5199,Block2,6.6160,-29.0000,6.6146,0,0
240.5399,Block0,-3.9512,-29.0000,-3.4630,0,0
240.5399,Block1,2.1242,-29.0000,-2.0757,0,0
240.5399,Block2,6.6160,-29.0000,6.6146,0,0
240.5599,Block0,-3.9512,-29.0000,-3.4630,0,0
240.5599,Block1,2.1242,-29.0000,-2.0757,0,0
240.5599,Block2,6.6160,-29.0000,6.6146,0,0
240.5799,Block0,-3.9512,-29.0000,-3.4630,0,0
240.5799,Block1,2.1242,-29.0000,-2.0757,0,0
240.5799,Block2,6.6160,-29.0000,6.6146,0,0
240.5999,Block0,-3.9512,-29.0000,-3.4630,0,0
240.5999,Block1,2.1242,-29.0000,-2.0757,0,0
240.5999,Block2,6.6160,-29.0000,6.6146,0,0
240.6199,Block0,-3.9512,-29.0000,-3.4630,0,0
240.6199,Block1,2.1242,-29.0000,-2.0757,0,0
240.6199,Block2,6.6160,-29.0000,6.6146,0,0
