time,x,y,z,isActive
219.9999,-11.2121,-49.0000,7.0831,222220.0199,-11.2121,-49.0000,7.08220.22220.0399,-11.2121,-49.0000,7220.05220220.0599,-11.3009,-49.000220.0799220.220.0799,-11.4511,-49.220.0999,6220.0220.0999,-11.6438,-220.1199,5.8220.11220.1199,-11.866220.1399,5.676220.139220.1399,-11.220.1599,5.5438,220.1599220.1599,-220.1799,5.4498,1.220.1799,220.179220.1999,5.3741,1.00220.1999,3220.220.2199,5.3031,1.0000220.2199,3.2220.2399,5.2279,1.0000,-220.2399,3220.2599,5.2237,1.0000,-6.220.2599220.2799,5.2914,1.0000,-6.53220.27220.2999,5.3802,1.0000,-6.3398220.220.3199,5.4995,1.0000,-6.1269,122220.3399,5.6420,1.0000,-5.9067,1
220.3599,5.7385,1.0000,-5.7576,1
220.3799,5.7510,1.0000,-5.7401,1
220.3999,5.7127,1.0000,-5.8115,1
220.4199,5.6441,1.0000,-5.9463,1
220.4399,5.5594,1.0000,-6.1267,1
220.4599,5.4683,1.0000,-6.3403,1
220.4799,5.4068,1.0000,-6.4848,1
220.4999,5.4245,1.0000,-6.5057,1
220.5199,5.4951,1.0000,-6.4443,1
220.5399,5.6011,1.0000,-6.3257,1
220.5599,5.7303,1.0000,-6.1671,1
220.5799,5.8743,1.0000,-5.9802,1
220.5999,5.9392,1.0000,-5.9458,1
220.6199,5.9496,1.0000,-6.0119,1
220.6399,5.9217,1.0000,-6.1464,1
220.6599,5.8660,1.0000,-6.3270,1
220.6799,5.7896,1.0000,-6.5387,1
220.6999,5.6779,1.0000,-6.6062,1
220.7199,5.5417,1.0000,-6.5770,1
220.7399,5.3878,1.0000,-6.4826,1
220.7599,5.2211,1.0000,-6.3442,1
220.7799,5.0448,1.0000,-6.1763,1
220.7999,4.9068,1.0000,-5.9668,1
220.8199,4.8653,1.0000,-5.8432,1
220.8399,4.8232,1.0000,-5.6896,1
220.8599,4.7798,1.0000,-5.5127,1
220.8799,4.7340,1.0000,-5.3172,1
220.8999,4.7934,1.0000,-5.1503,1
220.9199,4.9241,1.0000,-5.0024,1
220.9399,5.1033,1.0000,-4.8669,1
220.9599,5.3155,1.0000,-4.7396,1
220.9799,5.5503,1.0000,-4.6176,1
220.9999,5.7824,1.0000,-4.4697,1
221.0199,6.0168,1.0000,-4.3091,1
221.0399,6.2567,1.0000,-4.1450,1
221.0599,6.5038,1.0000,-3.9840,1
221.0799,6.7590,1.0000,-3.8308,1
221.0999,6.8712,1.0000,-3.6514,1
221.1199,6.8827,1.0000,-3.4576,1
221.1399,6.8222,1.0000,-3.2574,1
221.1599,6.7093,1.0000,-3.0562,1
221.1799,6.5573,1.0000,-2.8579,1
221.1999,6.4406,1.0000,-2.8195,1
221.2199,6.3483,1.0000,-2.8887,1
221.2399,6.2726,1.0000,-3.0313,1
221.2599,6.2086,1.0000,-3.2240,1
221.2799,6.1530,1.0000,-3.4512,1
221.2999,6.0218,1.0000,-3.6319,1
221.3199,5.8399,1.0000,-3.7828,1
221.3399,5.6239,1.0000,-3.9154,1
221.3599,5.3851,1.0000,-4.0374,1
221.3799,5.1314,1.0000,-4.1539,1
221.3999,5.0510,1.0000,-4.2648,1
221.4199,5.0888,1.0000,-4.3674,1
221.4399,5.2079,1.0000,-4.4605,1
221.4599,5.3835,1.0000,-4.5432,1
221.4799,5.5986,1.0000,-4.6144,1
221.4999,5.6620,1.0000,-4.6095,1
221.5199,5.6250,1.0000,-4.5541,1
221.5399,5.5196,1.0000,-4.4636,1
221.5599,5.3673,1.0000,-4.3490,1
221.5799,5.1828,1.0000,-4.2178,1
221.5999,5.1285,1.0000,-4.1972,1
221.6199,5.1589,1.0000,-4.2508,1
221.6399,5.2459,1.0000,-4.3567,1
221.6599,5.3706,1.0000,-4.4996,1
221.6799,5.5198,1.0000,-4.6691,1
221.6999,5.6983,1.0000,-4.8433,1
221.7199,5.9000,1.0000,-5.0166,1
221.7399,6.1203,1.0000,-5.1848,1
221.7599,6.3561,1.0000,-5.3448,1
221.7799,6.6049,1.0000,-5.4945,1
221.7999,6.7777,1.0000,-5.6934,1
221.8199,6.8964,1.0000,-5.9258,1
221.8399,6.9756,1.0000,-6.1810,1
221.8599,7.0254,1.0000,-6.4517,1
221.8799,7.0526,1.0000,-6.7328,1
221.8999,7.0513,1.0000,-6.8275,1
221.9199,7.0353,1.0000,-6.7978,1
221.9399,7.0127,1.0000,-6.6825,1
221.9599,6.9894,1.0000,-6.5079,1
221.9799,6.9695,1.0000,-6.2926,1
221.9999,6.9643,1.0000,-6.0496,1
222.0199,6.9671,1.0000,-5.7873,1
222.0399,6.9733,1.0000,-5.5119,1
222.0599,6.9797,1.0000,-5.2272,1
222.0799,6.9844,1.0000,-4.9363,1
222.0999,7.0382,1.0000,-4.8220,1
222.1199,7.1241,1.0000,-4.8271,1
222.1399,7.2319,1.0000,-4.9130,1
222.1599,7.3545,1.0000,-5.0543,1
222.1799,7.4870,1.0000,-5.2339,1
222.1999,7.5325,1.0000,-5.4420,1
222.2199,7.5204,1.0000,-5.6702,1
222.2399,7.4707,1.0000,-5.9132,1
222.2599,7.3969,1.0000,-6.1669,1
222.2799,7.3081,1.0000,-6.4287,1
222.2999,7.3431,1.0000,-6.5886,1
222.3199,7.4629,1.0000,-6.6877,1
222.3399,7.6410,1.0000,-6.7541,1
222.3599,7.8586,1.0000,-6.8066,1
222.3799,8.1023,1.0000,-6.8581,1
222.3999,8.1748,1.0000,-6.9230,1
222.4199,8.1321,1.0000,-6.9942,1
222.4399,8.0102,1.0000,-7.0678,1
222.4599,7.8335,1.0000,-7.1407,1
222.4799,7.6187,1.0000,-7.2107,1
222.4999,7.5570,1.0000,-7.2072,1
222.5199,7.5958,1.0000,-7.1538,1
222.5399,7.7022,1.0000,-7.0642,1
222.5599,7.8540,1.0000,-6.9485,1
222.5799,8.0359,1.0000,-6.8134,1
222.5999,8.2153,1.0000,-6.6421,1
222.6199,8.3939,1.0000,-6.4466,1
222.6399,8.5724,1.0000,-6.2349,1
222.6599,8.7517,1.0000,-6.0126,1
222.6799,8.9320,1.0000,-5.7835,1
222.6999,9.1133,1.0000,-5.7050,1
222.7199,9.2950,1.0000,-5.7286,1
222.7399,9.4769,1.0000,-5.8218,1
