time,block_id,x,y,z,isLocked,isHeld
179.9999,Block0,-1.0637,-49.0000,-7.4986,0,0
179.9999,Block1,0.0773,-49.0000,-2.6157,0,0
179.9999,Block2,-9.3947,-49.0000,8.21180.0199,Block0,-1.6777,1.0000,4.9504,0,0
180.0199,B180.0199,Block0,4.6059,-19.0000,8.7047,0,0
180.0199,Block1,-0.2108,-19.000180.0399,Block0,-1.6776,1.0000,4.9468,0,0
180.0399,Block1,5.1433,1.0000,5.3099,0,0
180.0399,Block2,-9.56180.0399,Block0,4.6059180.0599,Block0,-1.6778,1.0000,4.9467,0,0
180.0599,Block1,5.1433,1.0000,5.3099,0,0
180.0599,Block2,-9.5615,1.0000,8.9786,0,0
180.0799,Block0,-1.6778,1.0000,4.9467,0,0
180.0799,Block1,5.1433,1.0000,5.3099,0,0
180.0799,Block2,-9.5615,1.0000,8.9786,0,0
180.0999,Block0,-1.6778,1.0000,4.9467,0,0
180.0999,Block1,5.1433,1.0000,5.3099,0,0
180.0999,Block2,-9.5615,1.0000,8.9786,0,0
180.1199,Block0,-1.6778,1.0000,4.9467,0,0
180.1199,Block1,5.1433,1.0000,5.3099,0,0
180.1199,Block2,-9.5615,1.0000,8.9786,0,0
180.1399,Block0,-1.6778,1.0000,4.9467,0,0
180.1399,Block1,5.1433,1.0000,5.3099,0,0
180.1399,Block2,-9.5615,1.0000,8.9786,0,0
180.1599,Block0,-1.6778,1.0000,4.9467,0,0
180.1599,Block1,5.1433,1.0000,5.3099,0,0
180.1599,Block2,-9.5615,1.0000,8.9786,0,0
180.1799,Block0,-1.6778,1.0000,4.9467,0,0
180.1799,Block1,5.1433,1.0000,5.3099,0,0
180.1799,Block2,-9.5615,1.0000,8.9786,0,0
180.1999,Block0,-1.6778,1.0000,4.9467,0,0
180.1999,Block1,5.1433,1.0000,5.3099,0,0
180.1999,Block2,-9.5615,1.0000,8.9786,0,0
180.2199,Block0,-1.6778,1.0000,4.9467,0,0
180.2199,Block1,5.1433,1.0000,5.3099,0,0
180.2199,Block2,-9.5615,1.0000,8.9786,0,0
180.2399,Block0,-1.6778,1.0000,4.9467,0,0
180.2399,Block1,5.1433,1.0000,5.3099,0,0
180.2399,Block2,-9.5615,1.0000,8.9786,0,0
180.2599,Block0,-1.6778,1.0000,4.9467,0,0
180.2599,Block1,5.1433,1.0000,5.3099,0,0
180.2599,Block2,-9.5615,1.0000,8.9786,0,0
180.2799,Block0,-1.6778,1.0000,4.9467,0,0
180.2799,Block1,5.1433,1.0000,5.3099,0,0
180.2799,Block2,-9.5615,1.0000,8.9786,0,0
180.2999,Block0,-1.6778,1.0000,4.9467,0,0
180.2999,Block1,5.1433,1.0000,5.3099,0,0
180.2999,Block2,-9.5615,1.0000,8.9786,0,0
180.3199,Block0,-1.6778,1.0000,4.9467,0,0
180.3199,Block1,5.1433,1.0000,5.3099,0,0
180.3199,Block2,-9.5615,1.0000,8.9786,0,0
180.3399,Block0,-1.6778,1.0000,4.9467,0,0
180.3399,Block1,5.1433,1.0000,5.3099,0,0
180.3399,Block2,-9.5615,1.0000,8.9786,0,0
180.3599,Block0,-1.6778,1.0000,4.9467,0,0
180.3599,Block1,5.1433,1.0000,5.3099,0,0
180.3599,Block2,-9.5615,1.0000,8.9786,0,0
180.3799,Block0,-1.6778,1.0000,4.9467,0,0
180.3799,Block1,5.1433,1.0000,5.3099,0,0
180.3799,Block2,-9.5615,1.0000,8.9786,0,0
180.3999,Block0,-1.6778,1.0000,4.9467,0,0
180.3999,Block1,5.1433,1.0000,5.3099,0,0
180.3999,Block2,-9.5615,1.0000,8.9786,0,0
180.4199,Block0,-1.6778,1.0000,4.9467,0,0
180.4199,Block1,5.1433,1.0000,5.3099,0,0
180.4199,Block2,-9.5615,1.0000,8.9786,0,0
180.4399,Block0,-1.6778,1.0000,4.9467,0,0
180.4399,Block1,5.1433,1.0000,5.3099,0,0
180.4399,Block2,-9.5615,1.0000,8.9786,0,0
180.4599,Block0,-1.6778,1.0000,4.9467,0,0
180.4599,Block1,5.1433,1.0000,5.3099,0,0
180.4599,Block2,-9.5615,1.0000,8.9786,0,0
180.4799,Block0,-1.6778,1.0000,4.9467,0,0
180.4799,Block1,5.1433,1.0000,5.3099,0,0
180.4799,Block2,-9.5615,1.0000,8.9786,0,0
180.4999,Block0,-1.6778,1.0000,4.9467,0,0
180.4999,Block1,5.1433,1.0000,5.3099,0,0
180.4999,Block2,-9.5615,1.0000,8.9786,0,0
180.5199,Block0,-1.6778,1.0000,4.9467,0,0
180.5199,Block1,5.1433,1.0000,5.3099,0,0
180.5199,Block2,-9.5615,1.0000,8.9786,0,0
180.5399,Block0,-1.6778,1.0000,4.9467,0,0
180.5399,Block1,5.1433,1.0000,5.3099,0,0
180.5399,Block2,-9.5615,1.0000,8.9786,0,0
180.5599,Block0,-1.6778,1.0000,4.9467,0,0
180.5599,Block1,5.1433,1.0000,5.3099,0,0
180.5599,Block2,-9.5615,1.0000,8.9786,0,0
180.5799,Block0,-1.6778,1.0000,4.9467,0,0
180.5799,Block1,5.1433,1.0000,5.3099,0,0
180.5799,Block2,-9.5615,1.0000,8.9786,0,0
180.5999,Block0,-1.6778,1.0000,4.9467,0,0
180.5999,Block1,5.1433,1.0000,5.3099,0,0
180.5999,Block2,-9.5615,1.0000,8.9786,0,0
180.6199,Block0,-1.6778,1.0000,4.9467,0,0
180.6199,Block1,5.1433,1.0000,5.3099,0,0
180.6199,Block2,-9.5615,1.0000,8.9786,0,0
180.6399,Block0,-1.6778,1.0000,4.9467,0,0
180.6399,Block1,5.1433,1.0000,5.3099,0,0
180.6399,Block2,-9.5615,1.0000,8.9786,0,0
180.6599,Block0,-1.6778,1.0000,4.9467,0,0
180.6599,Block1,5.1433,1.0000,5.3099,0,0
180.6599,Block2,-9.5615,1.0000,8.9786,0,0
180.6799,Block0,-1.6778,1.0000,4.9467,0,0
180.6799,Block1,5.1433,1.0000,5.3099,0,0
180.6799,Block2,-9.5615,1.0000,8.9786,0,0
180.6999,Block0,-1.6778,1.0000,4.9467,0,0
180.6999,Block1,5.1433,1.0000,5.3099,0,0
