time,block_id,x,y,z,isLocked,isHeld
140.0000,Block0,-0.8442,-49.0000,-3.8738,0,0
140.0000,Block1,6.8984,-49.0000,1.9253,0,0
140.0000,Block2,-9.8243,-49.0000,3.0455,0,0
140.0199,Block0,-0.8442,-49.0000,-3.8738,0,0
140.0199,Block1,6.8984,-49.0000,1.9253,0,0
140.0199,Block2,-9.8243,-49.0000,3.0455,0,0
140.0399,Block0,-0.8442,-49.0000,-3.8738,0,0
140.0399,Block1,6.8984,-49.0000,1.9253,0,0
140.0399,Block2,-9.8243,-49.0000,3.0455,0,0
140.0600,Block0,-0.8442,-49.0000,-3.8738,0,0
140.0600,Block1,6.8984,-49.0000,1.9253,0,0
140.0600,Block2,-9.8243,-49.0000,3.0455,0,0
140.0800,Block0,-0.8442,-49.0000,-3.8738,0,0
140.0800,Block1,6.8984,-49.0000,1.9253,0,0
140.0800,Block2,-9.8243,-49.0000,3.0455,0,0
140.0999,Block0,-0.8442,-49.0000,-3.8738,0,0
140.0999,Block1,6.8984,-49.0000,1.9253,0,0
140.0999,Block2,-9.8243,-49.0000,3.0455,0,0
140.1199,Block0,-0.8442,-49.0000,-3.8738,0,0
140.1199,Block1,6.8984,-49.0000,1.9253,0,0
140.1199,Block2,-9.8243,-49.0000,3.0455,0,0
140.1400,Block0,-0.8442,-49.0000,-3.8738,0,0
140.1400,Block1,6.8984,-49.0000,1.9253,0,0
140.1400,Block2,-9.8243,-49.0000,3.0455,0,0
140.1600,Block0,-0.8442,-49.0000,-3.8738,0,0
140.1600,Block1,6.8984,-49.0000,1.9253,0,0
140.1600,Block2,-9.8243,-49.0000,3.0455,0,0
140.1799,Block0,-0.8442,-49.0000,-3.8738,0,0
140.1799,Block1,6.8984,-49.0000,1.9253,0,0
140.1799,Block2,-9.8243,-49.0000,3.0455,0,0
140.2000,Block0,-0.8442,-49.0000,-3.8738,0,0
140.2000,Block1,6.8984,-49.0000,1.9253,0,0
140.2000,Block2,-9.8243,-49.0000,3.0455,0,0
140.2200,Block0,-0.8442,-49.0000,-3.8738,0,0
140.2200,Block1,6.8984,-49.0000,1.9253,0,0
140.2200,Block2,-9.8243,-49.0000,3.0455,0,0
140.2399,Block0,-0.8442,-49.0000,-3.8738,0,0
140.2399,Block1,6.8984,-49.0000,1.9253,0,0
140.2399,Block2,-9.8243,-49.0000,3.0455,0,0
140.2599,Block0,-0.8442,-49.0000,-3.8738,0,0
140.2599,Block1,6.8984,-49.0000,1.9253,0,0
140.2599,Block2,-9.8243,-49.0000,3.0455,0,0
140.2800,Block0,-0.8442,-49.0000,-3.8738,0,0
140.2800,Block1,6.8984,-49.0000,1.9253,0,0
140.2800,Block2,-9.8243,-49.0000,3.0455,0,0
140.3000,Block0,-0.8442,-49.0000,-3.8738,0,0
140.3000,Block1,6.8984,-49.0000,1.9253,0,0
140.3000,Block2,-9.8243,-49.0000,3.0455,0,0
140.3199,Block0,-0.8442,-49.0000,-3.8738,0,0
140.3199,Block1,6.8984,-49.0000,1.9253,0,0
140.3199,Block2,-9.8243,-49.0000,3.0455,0,0
140.3400,Block0,-0.8442,-49.0000,-3.8738,0,0
140.3400,Block1,6.8984,-49.0000,1.9253,0,0
140.3400,Block2,-9.8243,-49.0000,3.0455,0,0
140.3600,Block0,-0.8442,-49.0000,-3.8738,0,0
140.3600,Block1,6.8984,-49.0000,1.9253,0,0
140.3600,Block2,-9.8243,-49.0000,3.0455,0,0
140.3799,Block0,-0.8442,-49.0000,-3.8738,0,0
140.3799,Block1,6.8984,-49.0000,1.9253,0,0
140.3799,Block2,-9.8243,-49.0000,3.0455,0,0
140.3999,Block0,-0.8442,-49.0000,-3.8738,0,0
140.3999,Block1,6.8984,-49.0000,1.9253,0,0
140.3999,Block2,-9.8243,-49.0000,3.0455,0,0
140.4200,Block0,-0.8442,-49.0000,-3.8738,0,0
140.4200,Block1,6.8984,-49.0000,1.9253,0,0
140.4200,Block2,-9.8243,-49.0000,3.0455,0,0
140.4400,Block0,-0.8442,-49.0000,-3.8738,0,0
140.4400,Block1,6.8984,-49.0000,1.9253,0,0
140.4400,Block2,-9.8243,-49.0000,3.0455,0,0
140.4599,Block0,-0.8442,-49.0000,-3.8738,0,0
140.4599,Block1,6.8984,-49.0000,1.9253,0,0
140.4599,Block2,-9.8243,-49.0000,3.0455,0,0
140.4799,Block0,-0.8442,-49.0000,-3.8738,0,0
140.4799,Block1,6.8984,-49.0000,1.9253,0,0
140.4799,Block2,-9.8243,-49.0000,3.0455,0,0
140.5000,Block0,-0.8442,-49.0000,-3.8738,0,0
140.5000,Block1,6.8984,-49.0000,1.9253,0,0
140.5000,Block2,-9.8243,-49.0000,3.0455,0,0
140.5199,Block0,-0.8442,-49.0000,-3.8738,0,0
140.5199,Block1,6.8984,-49.0000,1.9253,0,0
140.5199,Block2,-9.8243,-49.0000,3.0455,0,0
140.5399,Block0,-0.8442,-49.0000,-3.8738,0,0
140.5399,Block1,6.8984,-49.0000,1.9253,0,0
140.5399,Block2,-9.8243,-49.0000,3.0455,0,0
140.5600,Block0,-0.8442,-49.0000,-3.8738,0,0
140.5600,Block1,6.8984,-49.0000,1.9253,0,0
140.5600,Block2,-9.8243,-49.0000,3.0455,0,0
140.5800,Block0,-0.8442,-49.0000,-3.8738,0,0
140.5800,Block1,6.8984,-49.0000,1.9253,0,0
140.5800,Block2,-9.8243,-49.0000,3.0455,0,0
140.5999,Block0,-0.8442,-49.0000,-3.8738,0,0
